Đường,Phường,Quận/Huyện,Thành phố,Hashtag,Gói tin,Loại phòng,Diện tích (m²),Giá phòng (triệu/tháng)
Địa chỉ: Đường Hương lộ 2,Phường Bình Trị Đông,Quận Bình Tân,Thành phố Hồ Chí Minh,666693,Tin thường,Phòng trọ Quận Bình Tân, 30m,3.5
Địa chỉ: Đường Phổ Quang,Phường 2,Quận Tân Bình,Thành phố Hồ Chí Minh,666931,Tin miễn phí,Cho thuê căn hộ dịch vụ Quận Tân Bình, 100m,65
Địa chỉ: 646 Đường Hà Huy Giáp,Phường Thạnh Xuân,Quận 12,Thành phố Hồ Chí Minh,664906,Tin thường,Phòng trọ Quận 12, 25m,3.2
,Phường An Phú Đông,Quận 12,Thành phố Hồ Chí Minh,665849,Tin thường,Phòng trọ Quận 12, 30m,3.7
,Phường 5,Quận Gò Vấp,Thành phố Hồ Chí Minh,666935,Tin thường,Cho thuê căn hộ dịch vụ Quận Gò Vấp, 30m,4.6
,Phường 9,Quận Gò Vấp,Thành phố Hồ Chí Minh,666745,Tin thường,Phòng trọ Quận Gò Vấp, 25m,4.2
Địa chỉ: 965 Đường Quang Trung,Phường 14,Quận Gò Vấp,Thành phố Hồ Chí Minh,666844,Tin thường,Phòng trọ Quận Gò Vấp, 30m,3.5
Địa chỉ: 198 Đường số 3,Phường 9,Quận Gò Vấp,Thành phố Hồ Chí Minh,665421,Tin thường,Phòng trọ Quận Gò Vấp, 35m,3
Địa chỉ: Đường Hồ Hảo Hớn,Phường Cô Giang,Quận 1,Thành phố Hồ Chí Minh,666936,Tin miễn phí,Cho thuê nhà Quận 1, 52m,30
,Phường 10,Quận 6,Thành phố Hồ Chí Minh,666315,Tin thường,Phòng trọ Quận 6, 30m,3
Địa chỉ: 100 Đường Trần Trọng Cung,Phường Tân Thuận Đông,Quận 7,Thành phố Hồ Chí Minh,655536,Tin thường,Cho thuê căn hộ dịch vụ Quận 7, 47m,6.7
Địa chỉ: Đường Lê Văn Quới,Phường Bình Hưng Hòa A,Quận Bình Tân,Thành phố Hồ Chí Minh,647314,Tin thường,Phòng trọ Quận Bình Tân, 25m,3.5
,Phường Hiệp Tân,Quận Tân Phú,Thành phố Hồ Chí Minh,621994,Tin thường,Phòng trọ Quận Tân Phú, 30m,3.6
Địa chỉ: Đường Bình Long,Phường Phú Thạnh,Quận Tân Phú,Thành phố Hồ Chí Minh,647315,Tin thường,Phòng trọ Quận Tân Phú, 25m,3.5
,Phường Bình Trị Đông A,Quận Bình Tân,Thành phố Hồ Chí Minh,666058,Tin thường,Phòng trọ Quận Bình Tân, 20m,2.1
Địa chỉ: 281/35 Đường Lê Văn Sỹ,Phường 1,Quận Tân Bình,Thành phố Hồ Chí Minh,665894,Tin thường,Phòng trọ Quận Tân Bình, 25m,4
Địa chỉ: 310/56 Đường Phạm Văn Chiêu,Phường 9,Quận Gò Vấp,Thành phố Hồ Chí Minh,307278,Tin thường,Phòng trọ Quận Gò Vấp, 35m,3.6
,Phường Bình Trị Đông A,Quận Bình Tân,Thành phố Hồ Chí Minh,665782,Tin thường,Phòng trọ Quận Bình Tân, 50m,1.9
Địa chỉ: Đường Hương lộ 2,Phường Bình Hưng Hòa A,Quận Bình Tân,Thành phố Hồ Chí Minh,666135,Tin thường,Phòng trọ Quận Bình Tân, 20m,2
Địa chỉ: Đường Hương lộ 2,Phường Bình Trị Đông A,Quận Bình Tân,Thành phố Hồ Chí Minh,666095,Tin thường,Phòng trọ Quận Bình Tân, 25m,2.5
,Phường Bình Trị Đông A,Quận Bình Tân,Thành phố Hồ Chí Minh,666061,Tin thường,Phòng trọ Quận Bình Tân, 20m,2.2
Địa chỉ: 179 Đường Lê Đình Thám,Phường Tân Quý,Quận Tân Phú,Thành phố Hồ Chí Minh,655403,Tin thường,Cho thuê căn hộ dịch vụ Quận Tân Phú, 20m,3.8
,Phường Hiệp Bình Chánh,,Không rõ,651245,Tin thường,Phòng trọ Thủ Đức, 30m,1
,Phường Tân Hưng,Quận 7,Thành phố Hồ Chí Minh,658055,Tin thường,Phòng trọ Quận 7, 30m,1.6
,Phường 25,Quận Bình Thạnh,Thành phố Hồ Chí Minh,659795,Tin thường,Phòng trọ Quận Bình Thạnh, 30m,1.4
,Phường Tân Chánh Hiệp,Quận 12,Thành phố Hồ Chí Minh,650193,Tin thường,Phòng trọ Quận 12, 32m,1
Địa chỉ: Đường Phạm Ngũ Lão,Phường Phạm Ngũ Lão,Quận 1,Thành phố Hồ Chí Minh,649333,Tin thường,Phòng trọ Quận 1, 30m,1.6
Địa chỉ: Đường Phan Huy Ích,Phường 15,Quận Tân Bình,Thành phố Hồ Chí Minh,663592,Tin thường,Phòng trọ Quận Tân Bình, 25m,2
Địa chỉ: Đường Nam Kỳ Khởi Nghĩa,Phường 8,Quận 3,Thành phố Hồ Chí Minh,649461,Tin thường,Phòng trọ Quận 3, 32m,1.7
Địa chỉ: Đường Phạm Văn Đồng,Phường Linh Xuân,,Không rõ,650905,Tin thường,Phòng trọ Thủ Đức, 25m,2.1
,Phường 2,Quận 5,Thành phố Hồ Chí Minh,657324,Tin thường,Phòng trọ Quận 5, 30m,1.5
,Phường 5,Quận 8,Thành phố Hồ Chí Minh,655490,Tin thường,Phòng trọ Quận 8, 30m,1.2
,Phường Tây Thạnh,Quận Tân Phú,Thành phố Hồ Chí Minh,652839,Tin thường,Phòng trọ Quận Tân Phú, 30m,1.4
,Phường 12,Quận 10,Thành phố Hồ Chí Minh,658334,Tin thường,Phòng trọ Quận 10, 30m,1.3
Địa chỉ: Đường Lê Văn Sỹ,Phường 14,Quận 3,Thành phố Hồ Chí Minh,666929,Tin miễn phí,Cho thuê căn hộ mini Quận 3, 45m,8.9
Địa chỉ: 57/35 Đường Nguyễn An Ninh,Phường Tương Mai,Quận Hoàng Mai,Thành phố Hồ Chí Minh,315520,Tin thường,Phòng trọ Quận Hoàng Mai, 30m,4
Địa chỉ: 291/3 Đường Trường Chinh,Phường 14,Quận Tân Bình,Thành phố Hồ Chí Minh,632517,Tin miễn phí,Phòng trọ Quận Tân Bình, 16m,2
,Phường 10,Quận 3,Thành phố Hồ Chí Minh,662616,Tin miễn phí,Phòng trọ Quận 3, 22m,3
Địa chỉ: 413/56/8/25 Đường Lê Văn Quới,Phường Bình Trị Đông A,Quận Bình Tân,Thành phố Hồ Chí Minh,309164,Tin thường,Phòng trọ Quận Bình Tân, 21m,2.2
Địa chỉ: Đường Dương Quảng Hàm,Phường 5,Quận Gò Vấp,Thành phố Hồ Chí Minh,615336,Tin thường,Phòng trọ Quận Gò Vấp, 90m,1.55
,Phường 15,Quận Tân Bình,Thành phố Hồ Chí Minh,317883,Tin thường,Phòng trọ Quận Tân Bình, 25m,2.5
Địa chỉ: 413/56/8/25 Đường Lê Văn Quới,Phường Bình Trị Đông A,Quận Bình Tân,Thành phố Hồ Chí Minh,280074,Tin thường,Phòng trọ Quận Bình Tân, 21m,2.2
Địa chỉ: Đường Nguyễn Trãi,Phường Nguyễn Cư Trinh,Quận 1,Thành phố Hồ Chí Minh,591237,Tin thường,Phòng trọ Quận 1, 24m,3.8
,Phường Nguyễn Cư Trinh,Quận 1,Thành phố Hồ Chí Minh,641456,Tin thường,Phòng trọ Quận 1, 15m,3.9
,Phường 1,Quận 10,Thành phố Hồ Chí Minh,625928,Tin thường,Phòng trọ Quận 10, 20m,4.7
,Phường 2,Quận 10,Thành phố Hồ Chí Minh,627137,Tin thường,Phòng trọ Quận 10, 20m,4.5
,Phường Nguyễn Cư Trinh,Quận 1,Thành phố Hồ Chí Minh,664233,Tin thường,Phòng trọ Quận 1, 11m,1.9
Địa chỉ: 105A/17 Đường Hồ Thị Kỷ,Phường 1,Quận 10,Thành phố Hồ Chí Minh,664610,Tin thường,Phòng trọ Quận 10, 20m,4
Địa chỉ: 183/58 Bùi Viện Đường Bùi Viện,Phường Phạm Ngũ Lão,Quận 1,Thành phố Hồ Chí Minh,628637,Tin thường,Phòng trọ Quận 1, 12m,2.8
,Phường 3,Quận 3,Thành phố Hồ Chí Minh,647847,Tin thường,Phòng trọ Quận 3, 15m,1.9
,Phường Nguyễn Cư Trinh,Quận 1,Thành phố Hồ Chí Minh,639624,Tin thường,Phòng trọ Quận 1, 25m,4.8
Địa chỉ: Đường Trần Đình Xu,Phường Nguyễn Cư Trinh,Quận 1,Thành phố Hồ Chí Minh,664985,Tin thường,Phòng trọ Quận 1, 28m,4.8
Địa chỉ: 103/16 Đường Trần Đình Xu,Phường Nguyễn Cư Trinh,Quận 1,Thành phố Hồ Chí Minh,620425,Tin thường,Phòng trọ Quận 1, 20m,4.5
Địa chỉ: 229/3 Đường Huỳnh Văn Nghệ,Phường 12,Quận Gò Vấp,Thành phố Hồ Chí Minh,622940,Tin thường,Phòng trọ Quận Gò Vấp, 20m,2.5
Địa chỉ: Đường Lý Thánh Tông,Phường Tân Thới Hòa,Quận Tân Phú,Thành phố Hồ Chí Minh,651333,Tin thường,Phòng trọ Quận Tân Phú, 27m,4.5
Địa chỉ: Đường Lũy Bán Bích,Phường Tân Thới Hòa,Quận Tân Phú,Thành phố Hồ Chí Minh,666740,Tin thường,Cho thuê căn hộ mini Quận Tân Phú, 28m,5
Địa chỉ: 963/1C Đường Lò Gốm,Phường 8,Quận 6,Thành phố Hồ Chí Minh,197244,Tin miễn phí,Phòng trọ Quận 6, 18m,1.8
Địa chỉ: 229/3 Đường Huỳnh Văn Nghệ,Phường 12,Quận Gò Vấp,Thành phố Hồ Chí Minh,622938,Tin thường,Phòng trọ Quận Gò Vấp, 20m,2.5
,Phường Bình Hưng Hòa A,Quận Bình Tân,Thành phố Hồ Chí Minh,134292,Tin miễn phí,Phòng trọ Quận Bình Tân, 18m,2.1
,Phường 9,Quận Phú Nhuận,Thành phố Hồ Chí Minh,137129,Tin miễn phí,Phòng trọ Quận Phú Nhuận, 18m,1.8
Địa chỉ: 205L Đường Gia Phú,Phường 1,Quận 6,Thành phố Hồ Chí Minh,277038,Tin miễn phí,Phòng trọ Quận 6, 18m,2.1
Địa chỉ: 41 Đường Đô Đốc Chân,Phường Sơn Kỳ,Quận Tân Phú,Thành phố Hồ Chí Minh,272109,Tin thường,Phòng trọ Quận Tân Phú, 18m,2.6
Địa chỉ: 140 Đường Phạm Văn Chiêu,Phường 14,Quận Gò Vấp,Thành phố Hồ Chí Minh,644713,Tin thường,Phòng trọ Quận Gò Vấp, 25m,3
,Phường 5,Quận Phú Nhuận,Thành phố Hồ Chí Minh,630784,Tin thường,Phòng trọ Quận Phú Nhuận, 20m,3
,Phường 14,Quận Gò Vấp,Thành phố Hồ Chí Minh,627343,Tin thường,Phòng trọ Quận Gò Vấp, 15m,2.4
Địa chỉ: 328/76/27 Đường Xô Viết Nghệ Tĩnh,Phường 25,Quận Bình Thạnh,Thành phố Hồ Chí Minh,599071,Tin thường,Phòng trọ Quận Bình Thạnh, 22m,4.2
Địa chỉ: 205/41/34 Đường Phạm Văn Chiêu,Phường 14,Quận Gò Vấp,Thành phố Hồ Chí Minh,618520,Tin thường,Phòng trọ Quận Gò Vấp, 20m,3
,Phường Tân Sơn Nhì,Quận Tân Phú,Thành phố Hồ Chí Minh,610196,Tin thường,Cho thuê mặt bằng Quận Tân Phú, 30m,5
Địa chỉ: 540 Đường Vĩnh Viễn,Phường 6,Quận 10,Thành phố Hồ Chí Minh,665249,Tin miễn phí,Cho thuê nhà Quận 10, 50m,24
,Phường 14,Quận 10,Thành phố Hồ Chí Minh,666351,Tin thường,Phòng trọ Quận 10, 30m,5.5
Địa chỉ: 26/42 Đường Tân Sơn Nhì,Phường Tân Sơn Nhì,Quận Tân Phú,Thành phố Hồ Chí Minh,643473,Tin thường,Phòng trọ Quận Tân Phú, 22m,2.9
Địa chỉ: 1036 Đường Cách Mạng Tháng Tám,Phường 1,Quận Tân Bình,Thành phố Hồ Chí Minh,665993,Tin thường,Phòng trọ Quận Tân Bình, 22m,3.5
Địa chỉ: Đường Hương lộ 2,Phường Bình Hưng Hòa A,Quận Bình Tân,Thành phố Hồ Chí Minh,666064,Tin thường,Phòng trọ Quận Bình Tân, 20m,2
,Phường Tân Quý,Quận Tân Phú,Thành phố Hồ Chí Minh,655402,Tin thường,Phòng trọ Quận Tân Phú, 20m,3.8
,Phường 14,Quận 6,Thành phố Hồ Chí Minh,661527,Tin thường,Phòng trọ Quận 6, 40m,4.5
Địa chỉ: Đường Tân Hòa Đông,Phường Bình Trị Đông,Quận Bình Tân,Thành phố Hồ Chí Minh,657748,Tin thường,Phòng trọ Quận Bình Tân, 25m,2.8
Địa chỉ: Phố Lê Trọng Tấn,Phường Tây Thạnh,Quận Tân Phú,Thành phố Hồ Chí Minh,628229,Tin thường,Phòng trọ Quận Tân Phú, 30m,3.5
Địa chỉ: Đường Tân Hòa Đông,Phường Bình Trị Đông,Quận Bình Tân,Thành phố Hồ Chí Minh,647311,Tin thường,Phòng trọ Quận Bình Tân, 30m,3.5
Địa chỉ: Phố số 59,Phường 14,Quận Gò Vấp,Thành phố Hồ Chí Minh,646357,Tin thường,Phòng trọ Quận Gò Vấp, 20m,3
,Phường An Lạc,Quận Bình Tân,Thành phố Hồ Chí Minh,666937,Tin miễn phí,Phòng trọ Quận Bình Tân, 23m,3.3
Địa chỉ: Đường Trương Văn Bang,Phường Thạnh Mỹ Lợi,Quận 2,Thành phố Hồ Chí Minh,642596,Tin thường,Phòng trọ Quận 2, 35m,4.5
Địa chỉ: Đường Nguyễn Thị Định,Phường Bình Trưng Tây,Quận 2,Thành phố Hồ Chí Minh,663363,Tin thường,Phòng trọ Quận 2, 25m,3.2
,Phường Bình Trưng Tây,Quận 2,Thành phố Hồ Chí Minh,630913,Tin thường,Phòng trọ Quận 2, 35m,4
,Phường 3,Quận 11,Thành phố Hồ Chí Minh,666938,Tin miễn phí,Phòng trọ Quận 11, 40m,4.8
Địa chỉ: Đường Trần Não,Phường Bình An,Quận 2,Thành phố Hồ Chí Minh,627963,Tin thường,Cho thuê căn hộ dịch vụ Quận 2, 35m,7
,Phường Long Trường,Quận 9,Thành phố Hồ Chí Minh,665324,Tin thường,Phòng trọ Quận 9, 26m,3.8
Địa chỉ: Đường Võ Văn Hát,Phường Long Trường,Quận 9,Thành phố Hồ Chí Minh,651614,Tin thường,Phòng trọ Quận 9, 30m,3.8
Địa chỉ: Đường Võ Văn Hát,Phường Long Trường,Quận 9,Thành phố Hồ Chí Minh,649257,Tin thường,Phòng trọ Quận 9, 30m,4
Địa chỉ: Đường Đỗ Quang Đẩu,Phường Phạm Ngũ Lão,Quận 1,Thành phố Hồ Chí Minh,666565,Tin thường,Cho thuê căn hộ dịch vụ Quận 1, 30m,5.5
Địa chỉ: Đường Nguyễn Trãi,Phường Nguyễn Cư Trinh,Quận 1,Thành phố Hồ Chí Minh,666563,Tin thường,Cho thuê căn hộ dịch vụ Quận 1, 30m,5
Địa chỉ: Đường Lê Hồng Phong,Phường 1,Quận 10,Thành phố Hồ Chí Minh,666561,Tin thường,Cho thuê căn hộ dịch vụ Quận 10, 30m,5
Địa chỉ: Đường Nguyễn Trãi,Phường 14,Quận 5,Thành phố Hồ Chí Minh,666567,Tin thường,Cho thuê căn hộ dịch vụ Quận 5, 30m,6.2
Địa chỉ: Đường Nguyễn Văn Cừ,Phường 1,Quận 5,Thành phố Hồ Chí Minh,666564,Tin thường,Cho thuê căn hộ dịch vụ Quận 5, 30m,5.5
,Phường Tân Thới Hòa,Quận Tân Phú,Thành phố Hồ Chí Minh,666939,Tin VIP 3,Phòng trọ Quận Tân Phú, 48m,3.7
Địa chỉ: 83/49/4 Đường Trương Đăng Quế,Phường 3,Quận Gò Vấp,Thành phố Hồ Chí Minh,666306,Tin VIP 3,Phòng trọ Quận Gò Vấp, 30m,1.65
Địa chỉ: Đường Dương Quảng Hàm,Phường 5,Quận Gò Vấp,Thành phố Hồ Chí Minh,666223,Tin VIP 3,Phòng trọ Quận Gò Vấp, 20m,3.3
,Phường 11,Quận 3,Thành phố Hồ Chí Minh,666076,Tin VIP 3,Phòng trọ Quận 3, 19m,3.5
,Phường 17,Quận Phú Nhuận,Thành phố Hồ Chí Minh,666941,Tin thường,Cho thuê căn hộ dịch vụ Quận Phú Nhuận, 37m,6
Địa chỉ: Đường Nguyễn Lương Bằng,Phường Phú Mỹ,Quận 7,Thành phố Hồ Chí Minh,655982,Tin VIP 3,Phòng trọ Quận 7, 25m,3.8
Địa chỉ: 352 Đường Phan Huy Ích,Phường 12,Quận Gò Vấp,Thành phố Hồ Chí Minh,589698,Tin VIP 3,Phòng trọ Quận Gò Vấp, 18m,2.5
Địa chỉ: 257 Đường Thành Công,Phường Tân Thành,Quận Tân Phú,Thành phố Hồ Chí Minh,314348,Tin VIP 2,Phòng trọ Quận Tân Phú, 10m,1
Địa chỉ: 4 Đường Ký Con,Phường 7,Quận Phú Nhuận,Thành phố Hồ Chí Minh,665004,Tin VIP 2,Phòng trọ Quận Phú Nhuận, 18m,3.2
Địa chỉ: 140A Đường Huỳnh Văn Bánh,Phường 12,Quận Phú Nhuận,Thành phố Hồ Chí Minh,309515,Tin VIP 2,Phòng trọ Quận Phú Nhuận, 16m,2.7
Địa chỉ: Đường Lê Hồng Phong,Phường 10,Quận 10,Thành phố Hồ Chí Minh,666624,Tin VIP 2,Cho thuê căn hộ mini Quận 10, 38m,6
Địa chỉ: Đường Hoàng Hoa Thám,Phường 13,Quận Tân Bình,Thành phố Hồ Chí Minh,666691,Tin VIP 2,Phòng trọ Quận Tân Bình, 20m,2.9
Địa chỉ: 14/1 Đường số 28,Phường Bình Trưng Tây,Quận 2,Thành phố Hồ Chí Minh,661396,Tin VIP 2,Phòng trọ Quận 2, 21m,3.2
Địa chỉ: 134 Đường Lê Minh Xuân,Phường 7,Quận Tân Bình,Thành phố Hồ Chí Minh,275864,Tin VIP 3,Phòng trọ Quận Tân Bình, 20m,2.5
Địa chỉ: 52/3 Đường Cù Lao,Phường 2,Quận Phú Nhuận,Thành phố Hồ Chí Minh,635314,Tin VIP 3,Phòng trọ Quận Phú Nhuận, 15m,2.8
Địa chỉ: 51A ngõ 85 Đường Xuân Thủy,Phường Dịch Vọng Hậu,Quận Cầu Giấy,Thành phố Hồ Chí Minh,666364,Tin VIP 3,Phòng trọ Quận Cầu Giấy, 25m,4.3
,Phường Hiệp Bình Phước,,Không rõ,665230,Tin VIP 3,Phòng trọ Thủ Đức, 22m,3
Địa chỉ: 25 Đường số 7,Phường Tam Phú,,Không rõ,666593,Tin VIP 3,Cho thuê mặt bằng Thủ Đức, 220m,15
Địa chỉ: Redhome Dorm Đường số 6,Phường Linh Xuân,Quận Thủ Đức,Thành phố Hồ Chí Minh,632582,Tin VIP 3,Phòng trọ Thủ Đức, 300m,1.65
Địa chỉ: 436 Đường Nguyễn Thị Thập,Phường Tân Quy,Quận 7,Thành phố Hồ Chí Minh,294500,Tin VIP 3,Tìm người ở ghép Quận 7, 25m,0.7
Địa chỉ: 84 Đường Nguyễn Tất Thành,Phường 12,Quận 4,Thành phố Hồ Chí Minh,294501,Tin VIP 3,Tìm người ở ghép Quận 4, 25m,0.8
,,,Không rõ,274173,Tin VIP 3,Tìm người ở ghép Quận 8, 20m,0.7
,,,Không rõ,269353,Tin VIP 3,Tìm người ở ghép Quận 8, 20m,0.6
Địa chỉ: Hẻm 350 Đường Huỳnh Tấn Phát,Phường Bình Thuận,Quận 7,Thành phố Hồ Chí Minh,301747,Tin VIP 3,Tìm người ở ghép Quận 7, 20m,0.7
Địa chỉ: Phố Tôn Đức Thắng,Phường Bến Nghé,Quận 1,Thành phố Hồ Chí Minh,310536,Tin VIP 3,Tìm người ở ghép Quận 1, 20m,0.8
Địa chỉ: Hẻm 350 Huỳnh tấn phát q7 Đường Huỳnh Tấn Phát,Phường Bình Thuận,Quận 7,Thành phố Hồ Chí Minh,257079,Tin VIP 3,Phòng trọ Quận 7, 30m,0.7
,,Thành phố Thuận An,"Bình dương Đường Quốc Lộ 13, Phường Bình Hòa, Thành phố Thuận An, Bình Dương",664997,Tin VIP 3,Phòng trọ Thành phố Thuận An, 20m,0.8
,Phường 4,Quận 5,Thành phố Hồ Chí Minh,627225,Tin VIP 3,Tìm người ở ghép Quận 5, 20m,1
Địa chỉ: 84 Đường Nguyễn Tất Thành,Phường 12,Quận 4,Thành phố Hồ Chí Minh,292743,Tin VIP 3,Phòng trọ Quận 4, 30m,0.8
,,,Không rõ,292551,Tin VIP 3,Phòng trọ Quận 1, 20m,0.8
Địa chỉ: 482 Đường Nơ Trang Long,Phường 12,Quận Bình Thạnh,Thành phố Hồ Chí Minh,666720,Tin VIP 3,Phòng trọ Quận Bình Thạnh, 30m,5.8
Địa chỉ: 67 Đường Nguyễn Minh Hoàng,Phường 12,Quận Tân Bình,Thành phố Hồ Chí Minh,665609,Tin VIP 3,Cho thuê căn hộ dịch vụ Quận Tân Bình, 35m,4.8
Địa chỉ: 1 Đường số 8,Phường Tăng Nhơn Phú B,Quận 9,Thành phố Hồ Chí Minh,665888,Tin VIP 3,Phòng trọ Quận 9, 26m,3.9
,Phường Tăng Nhơn Phú A,Quận 9,Thành phố Hồ Chí Minh,665885,Tin VIP 3,Phòng trọ Quận 9, 20m,2.7
,Phường Tăng Nhơn Phú B,Quận 9,Thành phố Hồ Chí Minh,665869,Tin VIP 2,Phòng trọ Quận 9, 16m,3.4
Địa chỉ: 32/40 Đường Võ Văn Hát,Phường Long Trường,Quận 9,Thành phố Hồ Chí Minh,663716,Tin VIP 2,Phòng trọ Quận 9, 23m,4.1
,Phường Long Trường,Quận 9,Thành phố Hồ Chí Minh,664028,Tin VIP 2,Phòng trọ Quận 9, 20m,2.7
,Phường Bình Hưng Hòa A,Quận Bình Tân,Thành phố Hồ Chí Minh,661410,Tin VIP 2,Phòng trọ Quận Bình Tân, 17m,2.4
Địa chỉ: 54 Đường Bạch Đằng,,,Không rõ,665876,Tin VIP 2,Phòng trọ Quận Tân Bình, 20m,4.2
Địa chỉ: 292 Đường Điện Biên Phủ,Phường 17,Quận Bình Thạnh,Thành phố Hồ Chí Minh,639296,Tin VIP 2,Phòng trọ Quận Bình Thạnh, 25m,5.5
,Phường Long Trường,Quận 9,Thành phố Hồ Chí Minh,663483,Tin VIP 2,Phòng trọ Quận 9, 23m,4.1
Địa chỉ: 206/20 Đường số 20,Phường 5,Quận Gò Vấp,Thành phố Hồ Chí Minh,314234,Tin VIP 2,Phòng trọ Quận Gò Vấp, 18m,3.2
Địa chỉ: Phố Lý Thường Kiệt,Phường 14,Quận 10,Thành phố Hồ Chí Minh,666904,Tin VIP 2,Phòng trọ Quận 10, 25m,4.5
Địa chỉ: 25A Phố số 24,Phường Linh Đông,,Không rõ,662058,Tin VIP 1,Phòng trọ Thủ Đức, 26m,2.5
Địa chỉ: 159/82 Đường Trần Văn Đang,Phường 11,Quận 3,Thành phố Hồ Chí Minh,664854,Tin VIP 1,Phòng trọ Quận 3, 15m,2.6
,Phường Đa Kao,Quận 1,Thành phố Hồ Chí Minh,665020,Tin VIP 1,Phòng trọ Quận 1, 198m,2.9
Địa chỉ: Đường Phạm Cự Lượng,Phường 2,Quận Tân Bình,Thành phố Hồ Chí Minh,595869,Tin VIP 1,Phòng trọ Quận Tân Bình, 30m,1.6
,Phường 12,Quận Tân Bình,Thành phố Hồ Chí Minh,615892,Tin VIP 1,Phòng trọ Quận Tân Bình, 12m,1.4
Địa chỉ: 120 Đường số 6,Phường Bình Trưng Tây,Quận 2,Thành phố Hồ Chí Minh,310132,Tin VIP 1,Phòng trọ Quận 2, 27m,3.1
Địa chỉ: 88 Phố Mai Hắc Đế,Phường Bùi Thị Xuân,Quận Hai Bà Trưng,Thành phố Hồ Chí Minh,665656,Tin VIP 1,Cho thuê căn hộ dịch vụ Quận Hai Bà Trưng, 48m,14.5
Địa chỉ: 205/59A Đường Trần Văn Đang,Phường 11,Quận 3,Thành phố Hồ Chí Minh,312468,Tin VIP 1,Phòng trọ Quận 3, 20m,3.2
Địa chỉ: 82 Đường Phan Xích Long,Phường 3,Quận Bình Thạnh,Thành phố Hồ Chí Minh,666219,Tin VIP 1,Cho thuê mặt bằng Quận Bình Thạnh, 262m,65
Địa chỉ: 82/12 Phố Nguyễn Xí,Phường 26,Quận Bình Thạnh,Thành phố Hồ Chí Minh,656769,Tin VIP 1,Phòng trọ Quận Bình Thạnh, 11m,2.5
Địa chỉ: 54/37 Đường Bạch Đằng,Phường 2,Quận Tân Bình,Thành phố Hồ Chí Minh,661400,Tin VIP 1,Phòng trọ Quận Tân Bình, 15m,3.7
Địa chỉ: 127 Đường Hoàng Hoa Thám,Phường 13,Quận Tân Bình,Thành phố Hồ Chí Minh,666730,Tin VIP 3,Phòng trọ Quận Tân Bình, 25m,4.8
Địa chỉ: 21 Phố Nguyễn Xí,Phường 26,Quận Bình Thạnh,Thành phố Hồ Chí Minh,666733,Tin VIP 3,Phòng trọ Quận Bình Thạnh, 25m,6
Địa chỉ: 306 Đường Cộng Hòa,Phường 13,Quận Tân Bình,Thành phố Hồ Chí Minh,584932,Tin VIP 3,Phòng trọ Quận Tân Bình, 15m,3
,Phường 2,Quận Phú Nhuận,Thành phố Hồ Chí Minh,664224,Tin VIP 3,Phòng trọ Quận Phú Nhuận, 28m,6
Địa chỉ: 1243 Đường Hoàng Sa,Phường 5,Quận Tân Bình,Thành phố Hồ Chí Minh,663534,Tin VIP 3,Phòng trọ Quận Tân Bình, 30m,5.5
Địa chỉ: Đường số 3/2,Phường 14,Quận 10,Thành phố Hồ Chí Minh,665991,Tin VIP 3,Cho thuê mặt bằng Quận 10, 192m,48
Địa chỉ: Đường Nguyễn Sỹ Sách,Phường 15,Quận Tân Bình,Thành phố Hồ Chí Minh,639128,Tin VIP 3,Cho thuê mặt bằng Quận Tân Bình, 70m,6
,Phường Khuê Trung,Quận Cẩm Lệ,Thành phố Hồ Chí Minh,650023,Tin VIP 3,Phòng trọ Quận Cẩm Lệ, 22m,4
Địa chỉ: 142 Đường Nguyễn Thị Thập,Phường Bình Thuận,Quận 7,Thành phố Hồ Chí Minh,662273,Tin VIP 3,Phòng trọ Quận 7, 25m,4.2
,,,Không rõ,314932,Tin VIP 3,Phòng trọ Quận 7, 20m,3.3
Địa chỉ: 71 Đường Bạch Đằng,Phường 15,Quận Bình Thạnh,Thành phố Hồ Chí Minh,666786,Tin VIP 3,Phòng trọ Quận Bình Thạnh, 35m,7.5
Địa chỉ: 168/12 Đường Trường Chinh,Phường 13,Quận Tân Bình,Thành phố Hồ Chí Minh,289887,Tin VIP 3,Phòng trọ Quận Tân Bình, 10m,1.6
Địa chỉ: Đường Đoàn Văn Bơ,Phường 14,Quận 4,Thành phố Hồ Chí Minh,296466,Tin VIP 3,Phòng trọ Quận 4, 20m,4.2
Địa chỉ: 129/12c Đường Lê Đình Cẩn,Phường Tân Tạo,Quận Bình Tân,Thành phố Hồ Chí Minh,205091,Tin VIP 3,Phòng trọ Quận Bình Tân, 25m,2.5
Địa chỉ: 189/8 Đường Đình Phong Phú,Phường Tăng Nhơn Phú B,Quận 9,Thành phố Hồ Chí Minh,219588,Tin VIP 3,Phòng trọ Quận 9, 18m,2.5
,Phường 8,Quận 3,Thành phố Hồ Chí Minh,666950,Tin miễn phí,Cho thuê căn hộ Quận 3, 45m,11.5
Địa chỉ: 168/21 Đường Bùi Thị Xuân,Phường 3,Quận Tân Bình,Thành phố Hồ Chí Minh,664630,Tin VIP 3,Tìm người ở ghép Quận Tân Bình, 45m,2.5
,Xã Bình Hưng,Huyện Bình Chánh,Thành phố Hồ Chí Minh,666490,Tin VIP 3,Phòng trọ Huyện Bình Chánh, 25m,4.5
