Đường,Phường,Quận/Huyện,Thành phố,Hashtag,Gói tin,Loại phòng,Diện tích (m²),Giá phòng (triệu/tháng)
,8,4,Hồ Chí Minh,666736,Tin miễn phí,Phòng trọ Quận 4, 60m,4.5
427  Lê Văn Quới,Bình Trị Đông A,Bình Tân,Hồ Chí Minh,664078,Tin thường,Phòng trọ Quận Bình Tân, 28m,4.2
223  Tân Sơn,15,Tân Bình,Hồ Chí Minh,662318,Tin thường,Phòng trọ Quận Tân Bình, 30m,4.2
55  Trần Hưng Đạo,6,5,Hồ Chí Minh,641426,Tin thường,Phòng trọ Quận 5, 30m,5.2
,13,Tân Bình,Hồ Chí Minh,661910,Tin thường,Phòng trọ Quận Tân Bình, 30m,3.3
Nguyễn Thị Minh Khai,5,3,Hồ Chí Minh,652043,Tin miễn phí,Phòng trọ Quận 3, 16m,3
,13,Phú Nhuận,Hồ Chí Minh,172818,Tin thường,Phòng trọ Quận Phú Nhuận, 20m,4.5
,Tân Hưng,7,Hồ Chí Minh,598915,Tin thường,Phòng trọ Quận 7, 30m,2.8
Huỳnh Tấn Phát,Phú Thuận,7,Hồ Chí Minh,603179,Tin thường,Phòng trọ Quận 7, 25m,3
61  D5,25,Bình Thạnh,Hồ Chí Minh,666741,Tin miễn phí,Phòng trọ Quận Bình Thạnh, 10m,1.6
279/31  Lâm Văn Bền,Bình Thuận,7,Hồ Chí Minh,656312,Tin miễn phí,Phòng trọ Quận 7, 22m,3.2
358/5/9  Cách Mạng Tháng Tám,10,3,Hồ Chí Minh,666712,Tin miễn phí,Phòng trọ Quận 3, 18m,4.5
35  số 1,Tân Tạo,Bình Tân,Hồ Chí Minh,666711,Tin miễn phí,Phòng trọ Quận Bình Tân, 25m,4.5
495  Nguyễn Oanh,17,Gò Vấp,Hồ Chí Minh,665633,Tin thường,Phòng trọ Quận Gò Vấp, 25m,2.7
134/1/9  Cách Mạng Tháng Tám,10,3,Hồ Chí Minh,666742,Tin miễn phí,Cho thuê căn hộ mini Quận 3, 16m,2.7
Cách Mạng Tháng Tám,Bến Thành,1,Hồ Chí Minh,666714,Tin miễn phí,Cho thuê căn hộ mini Quận 1, 30m,7.5
10  Nguyễn Tuyển,Bình Trưng Tây,2,Hồ Chí Minh,666715,Tin thường,Cho thuê căn hộ dịch vụ Quận 2, 45m,5.5
Trịnh Đình Thảo,Hòa Thạnh,Tân Phú,Hồ Chí Minh,666717,Tin miễn phí,Cho thuê căn hộ Quận Tân Phú, 60m,9
Nguyễn Oanh,6,Gò Vấp,Hồ Chí Minh,666718,Tin thường,Phòng trọ Quận Gò Vấp, 30m,4
Trịnh Đình Thảo,Hòa Thạnh,Tân Phú,Hồ Chí Minh,666721,Tin miễn phí,Cho thuê căn hộ Quận Tân Phú, 63m,10
Hoàng Hoa Thám,13,Tân Bình,Hồ Chí Minh,666568,Tin thường,Phòng trọ Quận Tân Bình, 30m,4
Dương Thị Mười,Tân Chánh Hiệp,12,Hồ Chí Minh,666085,Tin thường,Phòng trọ Quận 12, 30m,3.5
Trường Sơn,2,Tân Bình,Hồ Chí Minh,666578,Tin thường,Phòng trọ Quận Tân Bình, 30m,5
,3,Bình Thạnh,Hồ Chí Minh,666723,Tin miễn phí,Cho thuê căn hộ Quận Bình Thạnh, 50m,8
,5,Gò Vấp,Hồ Chí Minh,665949,Tin thường,Phòng trọ Quận Gò Vấp, 20m,4
Tỉnh Lộ 10,Bình Trị Đông B,Bình Tân,Hồ Chí Minh,665821,Tin miễn phí,Phòng trọ Quận Bình Tân, 30m,4.5
,5,10,Hồ Chí Minh,666728,Tin thường,Phòng trọ Quận 10, 30m,5.7
,Tân Thuận Đông,7,Hồ Chí Minh,666726,Tin thường,Phòng trọ Quận 7, 20m,3.5
48  số 41,Bình Trưng Đông,2,Hồ Chí Minh,602558,Tin thường,Phòng trọ Quận 2, 25m,2.5
,Phú Trung,Tân Phú,Hồ Chí Minh,666727,Tin miễn phí,Phòng trọ Quận Tân Phú, 70m,4.5
8A  số 39,Bình Trưng Đông,2,Hồ Chí Minh,662769,Tin thường,Phòng trọ Quận 2, 25m,4
100  Hùng Vương,9,5,Hồ Chí Minh,666731,Tin miễn phí,Phòng trọ Quận 5, 8m,1.6
Đồng Xoài,13,Tân Bình,Hồ Chí Minh,608646,Tin miễn phí,Cho thuê nhà Quận Tân Bình, 90m,9
Ngõ 230  Định Công Thượng,Kim Giang,Thanh Xuân,Hồ Chí Minh,666744,Tin thường,Cho thuê nhà Quận Thanh Xuân, 40m,6
133/50  Cống Lở,15,Tân Bình,Hồ Chí Minh,666747,Tin miễn phí,Phòng trọ Quận Tân Bình, 20m,4.3
,7,Gò Vấp,Hồ Chí Minh,633692,Tin thường,Phòng trọ Quận Gò Vấp, 35m,1.4
92/21/16  Xô Viết Nghệ Tĩnh,21,Bình Thạnh,Hồ Chí Minh,300267,Tin thường,Phòng trọ Quận Bình Thạnh, 18m,1.8
140/30/14  Đông Thiên,Vĩnh Hưng,Hoàng Mai,Hồ Chí Minh,666148,Tin miễn phí,Phòng trọ Quận Hoàng Mai, 26m,2.8
Dương Quảng Hàm,5,Gò Vấp,Hồ Chí Minh,666045,Tin thường,Phòng trọ Quận Gò Vấp, 25m,4
,Thạnh Mỹ Lợi,2,Hồ Chí Minh,634090,Tin thường,Tìm người ở ghép Quận 2, 80m,4.1
,7,Gò Vấp,Hồ Chí Minh,663439,Tin thường,Phòng trọ Quận Gò Vấp, 20m,3.6
Nguyễn Văn Đậu,11,Bình Thạnh,Hồ Chí Minh,665878,Tin thường,Phòng trọ Quận Bình Thạnh, 23m,4.5
Phố Nguyễn Xí,26,Bình Thạnh,Hồ Chí Minh,664382,Tin thường,Phòng trọ Quận Bình Thạnh, 25m,4.2
Phạm Văn Bạch,12,Gò Vấp,Hồ Chí Minh,638155,Tin thường,Phòng trọ Quận Gò Vấp, 24m,4
Quang Trung,11,Gò Vấp,Hồ Chí Minh,658864,Tin thường,Phòng trọ Quận Gò Vấp, 27m,4
,13,Bình Thạnh,Hồ Chí Minh,654606,Tin thường,Phòng trọ Quận Bình Thạnh, 25m,4
,16,4,Hồ Chí Minh,666753,Tin thường,Phòng trọ Quận 4, 25m,3.1
,Tây Thạnh,Tân Phú,Hồ Chí Minh,609720,Tin thường,Phòng trọ Quận Tân Phú, 25m,2.5
số 1,Tân Hưng,7,Hồ Chí Minh,648248,Tin thường,Phòng trọ Quận 7, 28m,3
105/32  Nguyễn Thị Tú,Tây Thạnh,Tân Phú,Hồ Chí Minh,633911,Tin thường,Phòng trọ Quận Tân Phú, 25m,2.6
Phố Nguyễn Xí,13,Bình Thạnh,Hồ Chí Minh,666631,Tin miễn phí,Cho thuê căn hộ dịch vụ Quận Bình Thạnh, 23m,5.7
Nguyễn Lâm,3,Bình Thạnh,Hồ Chí Minh,666632,Tin miễn phí,Cho thuê căn hộ dịch vụ Quận Bình Thạnh, 22m,5.5
Xô Viết Nghệ Tĩnh,25,Bình Thạnh,Hồ Chí Minh,666628,Tin miễn phí,Cho thuê căn hộ dịch vụ Quận Bình Thạnh, 35m,7.7
Phan Văn Hân,17,Bình Thạnh,Hồ Chí Minh,666629,Tin miễn phí,Cho thuê căn hộ dịch vụ Quận Bình Thạnh, 25m,6
Tân Thới Nhất,Tân Thới Nhất,12,Hồ Chí Minh,666756,Tin miễn phí,Cho thuê căn hộ Quận 12, 67m,8
Cầu Kinh  Xô Viết Nghệ Tĩnh,26,Bình Thạnh,Hồ Chí Minh,601089,Tin miễn phí,Phòng trọ Quận Bình Thạnh, 22m,4
Nguyễn Lương Bằng,Tân Kiểng,7,Hồ Chí Minh,295471,Tin thường,Phòng trọ Quận 7, 12m,1.8
Trần Kế Xương,7,Phú Nhuận,Hồ Chí Minh,307718,Tin thường,Phòng trọ Quận Phú Nhuận, 20m,3.2
Nguyễn Kiệm,3,Gò Vấp,Hồ Chí Minh,596054,Tin thường,Phòng trọ Quận Gò Vấp, 20m,3.5
Nguyễn Kiệm,3,Gò Vấp,Hồ Chí Minh,596558,Tin thường,Phòng trọ Quận Gò Vấp, 20m,3.5
Yết Kiêu,Nguyễn Du,Hai Bà Trưng,Hồ Chí Minh,666763,Tin miễn phí,Cho thuê mặt bằng Quận Hai Bà Trưng, 100m,50
,Tân Định,1,Hồ Chí Minh,666762,Tin miễn phí,Cho thuê căn hộ Quận 1, 50m,8
Hoàng Sa,9,3,Hồ Chí Minh,666767,Tin miễn phí,Phòng trọ Quận 3, 40m,4
,5,8,Hồ Chí Minh,665924,Tin thường,Phòng trọ Quận 8, 45m,3
,Tân Thuận Đông,7,Hồ Chí Minh,664632,Tin thường,Phòng trọ Quận 7, 35m,1.6
Hẽm 519  Hưng Phú,9,8,Hồ Chí Minh,666582,Tin miễn phí,Cho thuê mặt bằng Quận 8, 70m,11
611  Điện Biên Phủ,1,3,Hồ Chí Minh,664116,Tin thường,Phòng trọ Quận 3, 35m,2
59/160  số 102,Tăng Nhơn Phú A,9,Hồ Chí Minh,666805,Tin thường,Phòng trọ Quận 9, 35m,1.45
Võ Văn Tần,Võ Thị Sáu,3,Hồ Chí Minh,666806,Tin miễn phí,Cho thuê căn hộ dịch vụ Quận 3, 30m,5.6
Hẻm 220  Nguyễn Oanh,17,Gò Vấp,Hồ Chí Minh,664604,Tin miễn phí,Cho thuê mặt bằng Quận Gò Vấp, 40m,8
Thạch Thị Thanh,Tân Định,1,Hồ Chí Minh,666807,Tin miễn phí,Cho thuê căn hộ dịch vụ Quận 1, 30m,7.9
235  số 20,5,Gò Vấp,Hồ Chí Minh,666808,Tin miễn phí,Phòng trọ Quận Gò Vấp, 30m,4
2 Phố Xã Đàn,Phương Liên,Đống Đa,Hồ Chí Minh,659912,Tin thường,Phòng trọ Quận Đống Đa, 20m,1.5
24  Trịnh Khắc Lập,Thạnh Mỹ Lợi,2,Hồ Chí Minh,626121,Tin thường,Phòng trọ Quận 2, 40m,4.3
24/31  Thủ Khoa Huân,Bến Thành,1,Hồ Chí Minh,662295,Tin thường,Cho thuê căn hộ dịch vụ Quận 1, 30m,7.5
Nguyễn Ngọc Phương,19,Bình Thạnh,Hồ Chí Minh,666810,Tin miễn phí,Cho thuê căn hộ Quận Bình Thạnh, 70m,23
64  số 8,Xã Bình Hưng,Huyện Bình Chánh,Hồ Chí Minh,666811,Tin thường,Phòng trọ Huyện Bình Chánh, 25m,4.7
,Mai Dịch,Cầu Giấy,Hồ Chí Minh,666813,Tin miễn phí,Cho thuê mặt bằng Quận Cầu Giấy, 30m,6
,14,3,Hồ Chí Minh,666814,Tin thường,Cho thuê căn hộ dịch vụ Quận 3, 40m,10
,14,Tân Bình,Hồ Chí Minh,666818,Tin miễn phí,Phòng trọ Quận Tân Bình, 25m,3.5
64  số 8,Xã Bình Hưng,Huyện Bình Chánh,Hồ Chí Minh,666815,Tin thường,Phòng trọ Huyện Bình Chánh, 30m,5.5
80/12/200B  Dương Quảng Hàm,5,Gò Vấp,Hồ Chí Minh,665123,Tin thường,Phòng trọ Quận Gò Vấp, 80m,1.55
666/29/7  số 3/2,14,10,Hồ Chí Minh,666819,Tin thường,Phòng trọ Quận 10, 27m,4
Hồ Xuân Hương,14,Bình Thạnh,Hồ Chí Minh,666820,Tin thường,Phòng trọ Quận Bình Thạnh, 30m,4.9
Tân Sơn,12,Gò Vấp,Hồ Chí Minh,666558,Tin thường,Cho thuê căn hộ mini Quận Gò Vấp, 65m,8.4
,Thạnh Lộc,12,Hồ Chí Minh,665055,Tin thường,Phòng trọ Quận 12, 35m,1.3
111  số 3643A Phạm Thế Hiển,7,8,Hồ Chí Minh,664550,Tin thường,Phòng trọ Quận 8, 35m,2.5
207  Bùi Viện,Phạm Ngũ Lão,1,Hồ Chí Minh,664543,Tin thường,Phòng trọ Quận 1, 35m,1.6
,13,Bình Thạnh,Hồ Chí Minh,665941,Tin thường,Phòng trọ Quận Bình Thạnh, 35m,2
457  Cách Mạng Tháng Tám,Hòa Thọ Đông,Cẩm Lệ,Hồ Chí Minh,666066,Tin miễn phí,Cho thuê mặt bằng Quận Cẩm Lệ, 70m,6
Phú Thọ Hòa,Phú Thọ Hòa,Tân Phú,Hồ Chí Minh,666772,Tin thường,Phòng trọ Quận Tân Phú, 25m,4.5
Lê Văn Sỹ,1,Tân Bình,Hồ Chí Minh,666773,Tin miễn phí,Phòng trọ Quận Tân Bình, 25m,3.5
Cô Giang,Cô Giang,1,Hồ Chí Minh,666776,Tin miễn phí,Cho thuê căn hộ dịch vụ Quận 1, 35m,7.5
,Phạm Ngũ Lão,1,Hồ Chí Minh,666612,Tin miễn phí,Cho thuê căn hộ dịch vụ Quận 1, 35m,11.5
1017/123C  Lạc Long Quân,11,Tân Bình,Hồ Chí Minh,666780,Tin miễn phí,Phòng trọ Quận Tân Bình, 25m,3.6
Nguyễn Công Trứ,Phố Huế,Hai Bà Trưng,Hồ Chí Minh,666775,Tin miễn phí,Cho thuê căn hộ Quận Hai Bà Trưng, 50m,4.5
,An Lạc A,Bình Tân,Hồ Chí Minh,632002,Tin thường,Cho thuê căn hộ mini Quận Bình Tân, 35m,5
,6,Gò Vấp,Hồ Chí Minh,666784,Tin thường,Phòng trọ Quận Gò Vấp, 30m,4.3
Ngõ 142  Kim Giang,Đại Kim,Hoàng Mai,Hồ Chí Minh,665583,Tin miễn phí,Cho thuê nhà Quận Hoàng Mai, 30m,12
27/33  số 9,16,Gò Vấp,Hồ Chí Minh,665215,Tin thường,Phòng trọ Quận Gò Vấp, 26m,2.6
Lý Phục Man,Bình Thuận,7,Hồ Chí Minh,666710,Tin miễn phí,Cho thuê căn hộ mini Quận 7, 30m,11
Tân Hòa Đông,Bình Trị Đông,Bình Tân,Hồ Chí Minh,632742,Tin thường,Cho thuê căn hộ dịch vụ Quận Bình Tân, 55m,5
,Bình Trưng Tây,2,Hồ Chí Minh,666799,Tin miễn phí,Phòng trọ Quận 2, 39m,4.5
49/32a (Hẻm 38)  Nguyễn Công Hoan,7,Phú Nhuận,Hồ Chí Minh,634436,Tin thường,Phòng trọ Quận Phú Nhuận, 35m,4.5
Lý Phục Man,Bình Thuận,7,Hồ Chí Minh,666856,Tin thường,Phòng trọ Quận 7, 39m,4.9
339  Tô Hiến Thành,13,10,Hồ Chí Minh,666858,Tin miễn phí,Phòng trọ Quận 10, 25m,5.5
Phạm Hùng,Xã Bình Hưng,Huyện Bình Chánh,Hồ Chí Minh,666492,Tin thường,Phòng trọ Huyện Bình Chánh, 30m,4.7
số 3/2,11,10,Hồ Chí Minh,666800,Tin thường,Tìm người ở ghép Quận 10, 50m,1.8
Nguyễn Sỹ Sách,15,Tân Bình,Hồ Chí Minh,666860,Tin miễn phí,Cho thuê căn hộ mini Quận Tân Bình, 80m,7
479  Trần Xuân Soạn,Tân Hưng,7,Hồ Chí Minh,666863,Tin miễn phí,Cho thuê căn hộ mini Quận 7, 25m,12
Hoàng Việt,4,Tân Bình,Hồ Chí Minh,666861,Tin miễn phí,Cho thuê căn hộ dịch vụ Quận Tân Bình, 45m,13.5
Trường Chinh,13,Tân Bình,Hồ Chí Minh,666864,Tin miễn phí,Phòng trọ Quận Tân Bình, 25m,4.3
1/17  Hoàng Việt,4,Tân Bình,Hồ Chí Minh,666865,Tin miễn phí,Cho thuê căn hộ dịch vụ Quận Tân Bình, 40m,13
Trần Xuân Soạn,Tân Kiểng,7,Hồ Chí Minh,666867,Tin miễn phí,Cho thuê căn hộ dịch vụ Quận 7, 40m,12
Trần Xuân Soạn,Tân Kiểng,7,Hồ Chí Minh,666866,Tin miễn phí,Cho thuê căn hộ dịch vụ Quận 7, 40m,12
328  Võ Văn Kiệt,Cô Giang,1,Hồ Chí Minh,666868,Tin thường,Cho thuê căn hộ Quận 1, 85m,11
Nguyễn Công Hoan,7,Phú Nhuận,Hồ Chí Minh,666869,Tin miễn phí,Cho thuê căn hộ dịch vụ Quận Phú Nhuận, 25m,13
656  Hà Huy Giáp,Thạnh Xuân,12,Hồ Chí Minh,308431,Tin thường,Phòng trọ Quận 12, 35m,3
,Phú Hữu,9,Hồ Chí Minh,616442,Tin thường,Tìm người ở ghép Quận 9, 73m,1.6
Trần Xuân Soạn,Tân Kiểng,7,Hồ Chí Minh,666872,Tin miễn phí,Cho thuê căn hộ dịch vụ Quận 7, 40m,12
Trần Xuân Soạn,Tân Hưng,7,Hồ Chí Minh,666870,Tin miễn phí,Cho thuê căn hộ dịch vụ Quận 7, 20m,12
25  Cách Mạng Tháng Tám,5,Tân Bình,Hồ Chí Minh,666841,Tin thường,Phòng trọ Quận Tân Bình, 25m,3.9
số 43,Tân Quy,7,Hồ Chí Minh,666873,Tin miễn phí,Cho thuê căn hộ mini Quận 7, 40m,6.5
Võ Thị Sáu,6,3,Hồ Chí Minh,666876,Tin miễn phí,Cho thuê căn hộ Quận 3, 100m,11.5
số 147,Phước Long B,9,Hồ Chí Minh,286425,Tin thường,Phòng trọ Quận 9, 20m,2.8
,7,Gò Vấp,Hồ Chí Minh,665002,Tin miễn phí,Phòng trọ Quận Gò Vấp, 20m,4.6
Nơ Trang Long,13,Bình Thạnh,Hồ Chí Minh,666677,Tin thường,Cho thuê căn hộ dịch vụ Quận Bình Thạnh, 30m,6
656  Quang Trung,11,Gò Vấp,Hồ Chí Minh,666198,Tin thường,Phòng trọ Quận Gò Vấp, 30m,3.7
12  số 2,4,4,Hồ Chí Minh,666843,Tin miễn phí,Cho thuê căn hộ dịch vụ Quận 4, 20m,5.4
182  Lâm Văn Bền,Tân Quy,7,Hồ Chí Minh,311302,Tin thường,Phòng trọ Quận 7, 25m,4.2
380  Phạm Văn Chiêu,9,Gò Vấp,Hồ Chí Minh,664239,Tin thường,Cho thuê căn hộ dịch vụ Quận Gò Vấp, 40m,4.6
Trần Hưng Đạo,Nguyễn Cư Trinh,1,Hồ Chí Minh,664595,Tin thường,Cho thuê căn hộ dịch vụ Quận 1, 32m,7.5
Nguyễn Văn Linh,Bình Thuận,7,Hồ Chí Minh,655093,Tin thường,Cho thuê căn hộ dịch vụ Quận 7, 30m,6.5
số 25,Tân Quy,7,Hồ Chí Minh,660370,Tin thường,Phòng trọ Quận 7, 30m,5.9
Quốc Lộ 13,26,Bình Thạnh,Hồ Chí Minh,621183,Tin thường,Phòng trọ Quận Bình Thạnh, 30m,3
,Xã Phước Kiển,Huyện Nhà Bè,Hồ Chí Minh,598375,Tin thường,Phòng trọ Huyện Nhà Bè, 20m,2.4
69  số 4,Tân Tạo A,Bình Tân,Hồ Chí Minh,638967,Tin thường,Phòng trọ Quận Bình Tân, 16m,1.7
194/4/5  Bùi Đình Túy,12,Bình Thạnh,Hồ Chí Minh,275548,Tin thường,Phòng trọ Quận Bình Thạnh, 17m,3.5
57/55/19  Điện Biên Phủ,15,Bình Thạnh,Hồ Chí Minh,282608,Tin miễn phí,Phòng trọ Quận Bình Thạnh, 16m,3
Phan Văn Trị,7,Gò Vấp,Hồ Chí Minh,650504,Tin thường,Phòng trọ Quận Gò Vấp, 35m,1.5
Bình Trị Đông,Bình Trị Đông A,Bình Tân,Hồ Chí Minh,663851,Tin thường,Phòng trọ Quận Bình Tân, 35m,4.5
Nguyễn Văn Linh,Bình Thuận,7,Hồ Chí Minh,664006,Tin thường,Phòng trọ Quận 7, 26m,1.9
Nguyễn Sỹ Sách,15,Tân Bình,Hồ Chí Minh,666879,Tin miễn phí,Phòng trọ Quận Tân Bình, 24m,3.5
,Bình Trị Đông A,Bình Tân,Hồ Chí Minh,636390,Tin thường,Cho thuê căn hộ dịch vụ Quận Bình Tân, 35m,4.5
Bình Hưng Hòa A,Bình Hưng Hòa A,Bình Tân,Hồ Chí Minh,666616,Tin miễn phí,Cho thuê nhà Quận Bình Tân, 88m,4.5
158/90  Phạm Văn Chiêu,9,Gò Vấp,Hồ Chí Minh,614697,Tin thường,Phòng trọ Quận Gò Vấp, 25m,3.5
Vườn Lài,An Phú Đông,12,Hồ Chí Minh,664376,Tin thường,Phòng trọ Quận 12, 80m,1.3
,Tăng Nhơn Phú A,9,Hồ Chí Minh,666880,Tin thường,Phòng trọ Quận 9, 30m,4
34/46  Thạnh Xuân 24,Thạnh Xuân,12,Hồ Chí Minh,648643,Tin miễn phí,Phòng trọ Quận 12, 16m,2
Nguyễn Thị Thập,Bình Thuận,7,Hồ Chí Minh,654420,Tin thường,Phòng trọ Quận 7, 35m,6
206  Phạm Văn Bạch,15,Tân Bình,Hồ Chí Minh,659627,Tin thường,Phòng trọ Quận Tân Bình, 25m,3
354  Cao Thắng,14,10,Hồ Chí Minh,666883,Tin miễn phí,Phòng trọ Quận 10, 100m,1.5
23  Nguyễn Hữu Tiến,Tây Thạnh,Tân Phú,Hồ Chí Minh,662322,Tin thường,Phòng trọ Quận Tân Phú, 28m,3.7
578 Phố Lê Trọng Tấn,Tây Thạnh,Tân Phú,Hồ Chí Minh,662323,Tin thường,Phòng trọ Quận Tân Phú, 30m,4
137  Phan Anh,Bình Trị Đông,Bình Tân,Hồ Chí Minh,659628,Tin thường,Cho thuê căn hộ dịch vụ Quận Bình Tân, 30m,4.5
,1,8,Hồ Chí Minh,666885,Tin thường,Cho thuê căn hộ dịch vụ Quận 8, 30m,5
Lạc Long Quân,5,11,Hồ Chí Minh,656733,Tin thường,Phòng trọ Quận 11, 35m,1.6
,1,8,Hồ Chí Minh,616186,Tin thường,Cho thuê căn hộ dịch vụ Quận 8, 25m,5.2
,9,6,Hồ Chí Minh,616187,Tin miễn phí,Phòng trọ Quận 6, 25m,4.3
55  D10,Tây Thạnh,Tân Phú,Hồ Chí Minh,662005,Tin miễn phí,Phòng trọ Quận Tân Phú, 20m,2
Phạm Hùng,5,8,Hồ Chí Minh,666572,Tin thường,Phòng trọ Quận 8, 35m,5.6
55  Thành Mỹ,8,Tân Bình,Hồ Chí Minh,666789,Tin thường,Phòng trọ Quận Tân Bình, 35m,2
Hoàng Văn Thụ,8,Phú Nhuận,Hồ Chí Minh,666790,Tin miễn phí,Phòng trọ Quận Phú Nhuận, 30m,4.7
,15,Tân Bình,Hồ Chí Minh,632500,Tin thường,Phòng trọ Quận Tân Bình, 28m,4
133  Dương Văn Dương,Phú Trung,Tân Phú,Hồ Chí Minh,635999,Tin thường,Phòng trọ Quận Tân Phú, 25m,3.7
,Hòa Cường Nam,Hải Châu,Hồ Chí Minh,662370,Tin thường,Phòng trọ Quận Hải Châu, 40m,1.2
Phố Lý Thường Kiệt,14,10,Hồ Chí Minh,663932,Tin thường,Phòng trọ Quận 10, 25m,4.9
411  Trần Xuân Soạn,Tân Kiểng,7,Hồ Chí Minh,655916,Tin thường,Cho thuê căn hộ dịch vụ Quận 7, 50m,8
332  Độc Lập,Tân Quý,Tân Phú,Hồ Chí Minh,636253,Tin thường,Phòng trọ Quận Tân Phú, 20m,3.6
1  số 4,Tân Phú,7,Hồ Chí Minh,666792,Tin thường,Phòng trọ Quận 7, 35m,1.6
,Tăng Nhơn Phú B,9,Hồ Chí Minh,666737,Tin thường,Phòng trọ Quận 9, 45m,4.3
Lũy Bán Bích,Tân Thới Hòa,Tân Phú,Hồ Chí Minh,666130,Tin thường,Cho thuê căn hộ dịch vụ Quận Tân Phú, 35m,5.5
,Tân Hưng,7,Hồ Chí Minh,606124,Tin miễn phí,Phòng trọ Quận 7, 16m,4
Tân Hương,Tân Sơn Nhì,Tân Phú,Hồ Chí Minh,666410,Tin thường,Phòng trọ Quận Tân Phú, 30m,4.8
Lũy Bán Bích,Hòa Thạnh,Tân Phú,Hồ Chí Minh,666795,Tin miễn phí,Phòng trọ Quận Tân Phú, 30m,4.8
Tân Hòa Đông,14,6,Hồ Chí Minh,665674,Tin thường,Phòng trọ Quận 6, 27m,3.1
Trần Xuân Soạn,Tân Kiểng,7,Hồ Chí Minh,666449,Tin miễn phí,Cho thuê căn hộ mini Quận 7, 55m,12
,15,10,Hồ Chí Minh,666798,Tin miễn phí,Phòng trọ Quận 10, 22m,2
38  Phạm Đôn,10,5,Hồ Chí Minh,622587,Tin thường,Phòng trọ Quận 5, 10m,2.4
49  Nguyễn Hữu Cảnh,22,Bình Thạnh,Hồ Chí Minh,666587,Tin miễn phí,Phòng trọ Quận Bình Thạnh, 22m,3.7
,Trường Thạnh,9,Hồ Chí Minh,666544,Tin miễn phí,Tìm người ở ghép Quận 9, 20m,3.4
Phố Tạ Quang Bửu,4,8,Hồ Chí Minh,665952,Tin thường,Phòng trọ Quận 8, 15m,2.8
Nguyễn Lương Bằng,Phú Mỹ,7,Hồ Chí Minh,665291,Tin thường,Phòng trọ Quận 7, 20m,3.2
,14,Bình Thạnh,Hồ Chí Minh,666482,Tin miễn phí,Cho thuê căn hộ mini Quận Bình Thạnh, 35m,7.9
758  Xô Viết Nghệ Tĩnh,25,Bình Thạnh,Hồ Chí Minh,666443,Tin miễn phí,Cho thuê căn hộ dịch vụ Quận Bình Thạnh, 35m,8
153/8/26 Nguyễn Thông giá rẻ  Nguyễn Thông,9,3,Hồ Chí Minh,277270,Tin thường,Phòng trọ Quận 3, 25m,3.3
16-18  số 61,Long Trường,9,Hồ Chí Minh,590095,Tin thường,Phòng trọ Quận 9, 35m,1.4
291  Trương Văn Bang,Thạnh Mỹ Lợi,2,Hồ Chí Minh,591002,Tin thường,Cho thuê nhà Quận 2, 265m,30
Phố Lê Trọng Tấn,Bình Hưng Hòa,Bình Tân,Hồ Chí Minh,665676,Tin thường,Phòng trọ Quận Bình Tân, 30m,2.8
Huỳnh Mẫn Đạt,7,5,Hồ Chí Minh,663868,Tin thường,Cho thuê nhà Quận 5, 25m,17
,25,Bình Thạnh,Hồ Chí Minh,643232,Tin thường,Phòng trọ Quận Bình Thạnh, 35m,1.7
90/1  Hoa Bằng,Yên Hòa,Cầu Giấy,Hồ Chí Minh,666307,Tin thường,Cho thuê nhà Quận Cầu Giấy, 64m,11
1096  Láng,Láng Thượng,Đống Đa,Hồ Chí Minh,655051,Tin thường,Phòng trọ Quận Đống Đa, 20m,2.3
Lý Chính Thắng,8,3,Hồ Chí Minh,287038,Tin thường,Phòng trọ Quận 3, 25m,4.3
Phố số 59,14,Gò Vấp,Hồ Chí Minh,665006,Tin thường,Phòng trọ Quận Gò Vấp, 20m,3.6
,9,Phú Nhuận,Hồ Chí Minh,634114,Tin thường,Phòng trọ Quận Phú Nhuận, 27m,4.9
Mai Lão Bạng  Hoàng Hoa Thám,13,Tân Bình,Hồ Chí Minh,646356,Tin thường,Phòng trọ Quận Tân Bình, 25m,3.3
,10,3,Hồ Chí Minh,662575,Tin thường,Phòng trọ Quận 3, 12m,1.5
,1,5,Hồ Chí Minh,665823,Tin thường,Cho thuê mặt bằng Quận 5, 80m,25
,Xã Phước Kiển,Huyện Nhà Bè,Hồ Chí Minh,665179,Tin miễn phí,Phòng trọ Huyện Nhà Bè, 14m,3
142  Nguyễn Thị Thập,Bình Thuận,7,Hồ Chí Minh,666504,Tin thường,Phòng trọ Quận 7, 20m,3.4
549/71  Nguyễn Đình Chiểu,2,3,Hồ Chí Minh,666081,Tin miễn phí,Cho thuê căn hộ dịch vụ Quận 3, 50m,8.5
Cách Mạng Tháng Tám,13,10,Hồ Chí Minh,666254,Tin miễn phí,Cho thuê căn hộ mini Quận 10, 45m,9.7
,Phú Thuận,7,Hồ Chí Minh,665535,Tin thường,Phòng trọ Quận 7, 25m,4
1365  Huỳnh Tấn Phát,Phú Thuận,7,Hồ Chí Minh,654482,Tin thường,Phòng trọ Quận 7, 25m,3.8
409/69/40  Tân Chánh Hiệp 13,Tân Chánh Hiệp,12,Hồ Chí Minh,666199,Tin thường,Phòng trọ Quận 12, 25m,2.5
450/16  Phan Xích Long,2,Phú Nhuận,Hồ Chí Minh,661508,Tin thường,Phòng trọ Quận Phú Nhuận, 16m,3.2
