diachi;phanloai;dientich;gia;goitin;giogiactudo;tulanh;maylanh;Daydunoithat;maygiat;gac;khongchungchu
Đường Nơ Trang Long, Phường 13, Quận Bình Thạnh, Hồ Chí Minh - ; None; 90 m; None; Tin thường; 0; 0; 0; 0; 1; 1; 0
108/16/5 Đường số 1, Phường 16, Quận Gò Vấp, Hồ Chí Minh - ; None; 50 m; None; Tin thường; 0; 0; 0; 1; 0; 1; 1
Phan Đăng Lưu, Phường 2, Quận Phú Nhuận, Hồ Chí Minh - ; None; 50 m; None; Tin miễn phí; 1; 0; 0; 0; 0; 0; 1
Cách Mạng Tháng Tám, Phường 10, Quận 3, Hồ Chí Minh - ; None; 30 m; None; Tin thường; 0; 1; 1; 1; 1; 0; 1
ngõ Hòa Bình 7 Minh Khai, Phường Minh Khai, Quận Hai Bà Trưng, Hà Nội - ; None; 35 m; None; Tin thường; 0; 0; 1; 1; 1; 1; 0
Lê Văn Khương, Phường Hiệp Thành, Quận 12, Hồ Chí Minh - ; None; 40 m; None; Tin miễn phí; 0; 0; 1; 0; 0; 0; 1
60 Đường số 50, Phường Tân Tạo, Quận Bình Tân, Hồ Chí Minh - ; None; 256 m; None; Tin thường; 1; 1; 0; 1; 0; 0; 0
95 Đường Bưng Ông Thoàn, Phường Phú Hữu, Quận 9, Hồ Chí Minh - ; None; 135 m; None; Tin thường; 0; 0; 1; 0; 0; 0; 0
36A Trương Vĩnh Ký, Phường Tân Thành, Quận Tân Phú, Hồ Chí Minh - ; None; 88.4 m; None; Tin thường; 1; 0; 1; 1; 0; 1; 1
Quang Trung, Phường 14, Quận Gò Vấp, Hồ Chí Minh - ; None; 124 m; None; Tin thường; 1; 1; 0; 0; 0; 0; 1
171J Đường Cô Bắc, Phường Cô Giang, Quận 1, Hồ Chí Minh - ; None; 39.3 m; None; Tin thường; 0; 1; 0; 1; 0; 0; 0
681/12/7 Âu Cơ, Phường Tân Thành, Quận Tân Phú, Hồ Chí Minh - ; None; 80 m; None; Tin thường; 0; 1; 1; 0; 1; 0; 1
3 Thái Thịnh, Phường Trung Liệt, Quận Đống Đa, Hà Nội - ; None; 50 m; None; Tin thường; 1; 0; 1; 1; 1; 0; 0
Quang Trung, Phường 1, Thành Phố Vũng Tàu, Bà Rịa - Vũng Tàu - ; None; 650 m; None; Tin thường; 0; 1; 1; 0; 0; 1; 0
hem 551 Đường Lê Văn Khương, Phường Hiệp Thành, Quận 12, Hồ Chí Minh - ; None; 68 m; None; Tin miễn phí; 0; 1; 1; 1; 0; 0; 1
499 Cách Mạng Tháng Tám, Phường 13, Quận 10, Hồ Chí Minh - ; None; 110 m; None; Tin thường; 0; 0; 1; 0; 1; 0; 0
442 Đường Nơ Trang Long, Phường 13, Quận Bình Thạnh, Hồ Chí Minh - ; None; 60 m; None; Tin miễn phí; 0; 1; 1; 1; 0; 0; 1
Hẻm 114/79/8 Đường Tô Ngọc Vân, Phường 15, Quận Gò Vấp, Hồ Chí Minh - ; None; 65 m; None; Tin thường; 0; 1; 1; 0; 0; 0; 0
113A Đường số 2, Phường Bình Hòa, Huyện Thuận An, Bình Dương - ; None; 180 m; None; Tin thường; 1; 0; 1; 1; 0; 1; 0
Phường Văn Quán, Quận Hà Đông, Hà Nội - ; None; 23 m; None; Tin thường; 0; 0; 0; 0; 1; 0; 0
Đồ Chiểu, Phường 1, Thành Phố Vũng Tàu, Bà Rịa - Vũng Tàu - ; None; 90 m; None; Tin thường; 0; 0; 0; 1; 1; 0; 1
A10 Đầm Trấu, Phường Bạch Đằng, Quận Hai Bà Trưng, Hà Nội - ; None; 80 m; None; Tin miễn phí; 0; 0; 1; 0; 0; 0; 1
76/8 Đường Bình Chiểu, Phường Bình Chiểu, Quận Thủ Đức, Hồ Chí Minh - ; None; 80 m; None; Tin thường; 1; 1; 0; 1; 1; 1; 1
Đường Quốc Lộ 13, Phường 13, Quận Bình Thạnh, Hồ Chí Minh - ; None; 80 m; None; Tin thường; 1; 0; 1; 1; 0; 1; 1
Trần Quang Khải, Phường Tân Định, Quận 1, Hồ Chí Minh - ; None; 27 m; None; Tin thường; 0; 0; 1; 0; 1; 1; 0
Đường số 7, Phường Bình Hưng Hòa, Quận Bình Tân, Hồ Chí Minh - ; None; 90 m; None; Tin miễn phí; 1; 0; 0; 1; 0; 1; 1
246 Phan Đình Giót, Phường La Khê, Quận Hà Đông, Hà Nội - ; None; 28 m; None; Tin miễn phí; 1; 1; 1; 0; 1; 0; 1
Trần Bình Trọng, Phường 3, Quận 5, Hồ Chí Minh - ; None; 85 m; None; Tin thường; 1; 1; 1; 1; 0; 1; 0
44 Phố Hàng, Phường Phú Thịnh, Thị Xã Sơn Tây, Hà Nội - ; None; 100 m; None; Tin miễn phí; 0; 0; 0; 0; 0; 0; 1
25/14B 6, Phường Tăng Nhơn Phú B, Quận 9, Hồ Chí Minh - ; None; 72 m; None; Tin thường; 1; 1; 1; 0; 1; 1; 0
320/45 Đường Bình Trị Đông, Phường Bình Trị Đông A, Quận Bình Tân, Hồ Chí Minh - ; None; 52 m; None; Tin miễn phí; 1; 0; 0; 1; 1; 0; 1
Đường Nguyễn Văn Hưởng, Thảo Điền - ; None; 500 m; None; Tin thường; 1; 0; 1; 1; 1; 1; 0
Quốc lộ 1A, Xã Diên Thạnh, Huyện Diên Khánh, Khánh Hòa - ; None; 100 m; None; Tin miễn phí; 0; 1; 1; 1; 1; 1; 1
Xã Thới Hòa, Huyện Bến Cát, Bình Dương - ; None; 140 m; None; Tin miễn phí; 0; 0; 0; 0; 1; 1; 1
55/4 Đường Đồng Đen, Phường 10, Quận Tân Bình, Hồ Chí Minh - ; None; 90 m; None; Tin thường; 0; 1; 1; 0; 1; 1; 0
Phường Hòa Quý, Quận Ngũ Hành Sơn, Đà Nẵng - ; None; 50 m; None; Tin thường; 1; 0; 1; 0; 0; 0; 1
Thái Thị Bôi, Phường Chính Gián, Quận Thanh Khê, Đà Nẵng - ; None; 100 m; None; Tin thường; 0; 0; 1; 1; 0; 1; 1
Phạm Văn Thuận, Phường Tam Hiệp, Thành Phố Biên Hòa, Đồng Nai - ; None; 45 m; None; Tin miễn phí; 1; 0; 1; 0; 1; 0; 1
Đường Võ Thị Liễu, Phường An Phú Đông, Quận 12, Hồ Chí Minh - ; None; 150 m; None; Tin thường; 1; 0; 1; 0; 1; 1; 1
Đường số 22, Phường Phước Long B, Quận 9, Hồ Chí Minh - ; None; 200 m; None; Tin miễn phí; 0; 0; 1; 0; 1; 1; 1
7/101 Thành Thái, Phường 14, Quận 10, Hồ Chí Minh - ; None; 50 m; None; Tin thường; 0; 1; 1; 1; 1; 0; 1
Đường số 22, Phường Phước Long B, Quận 9, Hồ Chí Minh - ; None; 70 m; None; Tin miễn phí; 1; 1; 1; 1; 0; 0; 0
Bến Bình Đông, Phường 15, Quận 8, Hồ Chí Minh - ; None; 60 m; None; Tin thường; 1; 0; 0; 0; 1; 1; 0
Xô Viết Nghệ Tĩnh Xô Viết Nghệ Tĩnh, Phường 15, Quận Bình Thạnh, Hồ Chí Minh - ; None; 55 m; None; Tin thường; 0; 0; 1; 0; 0; 1; 0
Đường Mai Chí Thọ, Phường An Phú, Quận 2, Hồ Chí Minh - ; None; 60 m; None; Tin thường; 1; 1; 0; 1; 1; 0; 0
103/38 Hồ Thị Kỷ, Phường 1, Quận 10, Hồ Chí Minh - ; None; 22 m; None; Tin thường; 0; 1; 1; 1; 1; 0; 0
Đường Tô Hiến Thành, Phường 15, Quận 10, Hồ Chí Minh - ; None; 100 m; None; Tin miễn phí; 1; 1; 1; 1; 0; 1; 0
Phố Khâm Thiên, Phường Khâm Thiên, Quận Đống Đa, Hà Nội - ; None; 17 m; None; Tin thường; 0; 1; 1; 1; 1; 1; 1
72/9/17 Đường số 30, Phường 6, Quận Gò Vấp, Hồ Chí Minh - ; None; 48 m; None; Tin thường; 1; 1; 1; 0; 0; 1; 0
Đường số 18, Phường 8, Quận Gò Vấp, Hồ Chí Minh - ; None; 50 m; None; Tin thường; 1; 0; 1; 0; 0; 0; 1
Cách Mạng Tháng Tám, Phường 10, Quận 3, Hồ Chí Minh - ; None; 35 m; None; Tin thường; 1; 0; 1; 1; 0; 0; 1
425/27 Đường Nguyễn Đình Chiểu, Phường 5, Quận 3, Hồ Chí Minh - ; None; 105 m; None; Tin thường; 1; 1; 1; 1; 1; 1; 1
64/23 Đường Nguyên Hồng, Phường 1, Quận Gò Vấp, Hồ Chí Minh - ; None; 30 m; None; Tin thường; 0; 0; 1; 1; 1; 0; 1
1041 Phố Trần Xuân Soạn, Phường Tân Hưng, Quận 7, Hồ Chí Minh - ; None; 124 m; None; Tin thường; 1; 0; 1; 1; 1; 1; 0
Đường Thống Nhất, Phường 10, Quận Gò Vấp, Hồ Chí Minh - ; None; 48 m; None; Tin thường; 0; 1; 1; 0; 0; 1; 1
Đường Lê Văn Quới, Phường Bình Trị Đông A, Quận Bình Tân, Hồ Chí Minh - ; None; 95 m; None; Tin miễn phí; 0; 0; 1; 1; 1; 1; 1
21, Phường Tân Thới Hiệp, Quận 12, Hồ Chí Minh - ; None; 100 m; None; Tin thường; 1; 1; 0; 0; 0; 0; 0
58 Nguyễn Văn Tạo, Xã Long Thới, Huyện Nhà Bè, Hồ Chí Minh - ; None; 80 m; None; Tin thường; 1; 1; 0; 0; 1; 1; 0
1005 Phố Trần Xuân Soạn, Phường Tân Hưng, Quận 7, Hồ Chí Minh - ; None; 21 m; None; Tin thường; 1; 0; 1; 1; 0; 0; 1
Thạch Lam, Phường Phú Thạnh, Quận Tân Phú, Hồ Chí Minh - ; None; 60 m; None; Tin thường; 1; 1; 1; 0; 0; 1; 1
Đường Lê Đức Thọ, Phường 17, Quận Gò Vấp, Hồ Chí Minh - ; None; 40 m; None; Tin thường; 1; 0; 0; 1; 1; 1; 1
Đường Tân Phú, Phường Tân Phú, Quận 7, Hồ Chí Minh - ; None; 300 m; None; Tin thường; 0; 1; 0; 0; 1; 0; 1
Đường Lê Văn Quới, Phường Bình Trị Đông, Quận Bình Tân, Hồ Chí Minh - ; None; 180 m; None; Tin thường; 1; 0; 0; 1; 0; 1; 1
14 458, Xã Trung An, Huyện Củ Chi, Hồ Chí Minh - ; None; 100 m; None; Tin thường; 1; 0; 0; 0; 1; 0; 0
Võ Chí Công, Phường Phú Hữu, Quận 9, Hồ Chí Minh - ; None; 130 m; None; Tin thường; 0; 1; 1; 0; 1; 0; 0
58/13/11 Đường số 47, Phường Hiệp Bình Chánh, Quận Thủ Đức, Hồ Chí Minh - ; None; 70 m; None; Tin thường; 1; 0; 1; 1; 1; 1; 0
7/26 Đường số 7, Phường An Lạc A, Quận Bình Tân, Hồ Chí Minh - ; None; 150 m; None; Tin thường; 1; 0; 1; 1; 1; 1; 1
90/10 Đường số 4, Phường Hiệp Bình Phước, Quận Thủ Đức, Hồ Chí Minh - ; None; 130 m; None; Tin thường; 1; 1; 0; 1; 0; 0; 1
Võng Thị, Phường Bưởi, Quận Tây Hồ, Hà Nội - ; None; 60 m; None; Tin miễn phí; 0; 1; 1; 1; 0; 0; 1
2/2 Đường số 3B, Phường Bình Hưng Hòa A, Quận Bình Tân, Hồ Chí Minh - ; None; 24 m; None; Tin thường; 1; 0; 0; 1; 0; 1; 1
79/5 Đường Phạm Ngọc Thạch, Phường Phú Trinh, Thành Phố Phan Thiết, Bình Thuận - ; None; 100 m; None; Tin miễn phí; 1; 0; 1; 0; 1; 0; 1
Đường Lê Quang Định, Phường 1, Quận Gò Vấp, Hồ Chí Minh - ; None; 50 m; None; Tin miễn phí; 0; 0; 1; 0; 1; 0; 0
Nguyễn Biểu, Phường 2, Quận 5, Hồ Chí Minh - ; None; 41 m; None; Tin thường; 0; 0; 0; 0; 0; 0; 1
10/4B Đường Thới Tam Thôn 13, Xã Thới Tam Thôn, Huyện Hóc Môn, Hồ Chí Minh - ; None; 150 m; None; Tin thường; 0; 0; 1; 0; 0; 0; 0
Đường Sư Vạn Hạnh, Phường 12, Quận 10, Hồ Chí Minh - ; None; 200 m; None; Tin miễn phí; 0; 0; 1; 1; 0; 1; 0
Nguyễn Duy Trinh, Phường Phú Hữu, Quận 9, Hồ Chí Minh - ; None; 75 m; None; Tin thường; 0; 1; 0; 0; 0; 0; 0
Đường Tân Thới Hiệp 21, Phường Tân Thới Hiệp, Quận 12, Hồ Chí Minh - ; None; 60 m; None; Tin thường; 1; 1; 0; 0; 1; 0; 0
Đường Cộng Hòa, Phường 4, Quận Tân Bình, Hồ Chí Minh - ; None; 58.5 m; None; Tin miễn phí; 0; 0; 0; 1; 0; 1; 0
Phạm Văn Bạch, Phường 12, Quận Gò Vấp, Hồ Chí Minh - ; None; 120 m; None; Tin thường; 1; 1; 0; 1; 0; 0; 0
Đường Lê Văn Khương, Phường Hiệp Thành, Quận 12, Hồ Chí Minh - ; None; 68 m; None; Tin thường; 1; 0; 0; 1; 0; 0; 0
Đường Bình Thành, Phường Bình Hưng Hòa B, Quận Bình Tân, Hồ Chí Minh - ; None; 220 m; None; Tin thường; 0; 1; 0; 1; 1; 0; 0
Đường Lê Văn Việt, Phường Hiệp Phú, Quận 9, Hồ Chí Minh - ; None; 100 m; None; Tin thường; 0; 1; 0; 0; 0; 0; 1
Đường Đình Phong Phú, Phường Tăng Nhơn Phú B, Quận 9, Hồ Chí Minh - ; None; 56 m; None; Tin miễn phí; 0; 1; 1; 1; 0; 0; 1
48/17 Đường Nguyễn An Ninh, Phường 14, Quận Bình Thạnh, Hồ Chí Minh - ; None; 25 m; None; Tin miễn phí; 0; 1; 1; 1; 1; 0; 0
Nguyễn Chí Thanh, Phường Thạch Thang, Quận Hải Châu, Đà Nẵng - ; None; 80 m; None; Tin thường; 0; 0; 0; 1; 1; 1; 1
25/35/1C Hồ Văn Long, Phường Tân Tạo, Quận Bình Tân, Hồ Chí Minh - ; None; 45 m; None; Tin thường; 0; 1; 0; 1; 0; 1; 0
Đường Tân Kỳ Tân Quý, Phường Tân Quý, Quận Tân Phú, Hồ Chí Minh - ; None; 80 m; None; Tin thường; 0; 1; 0; 0; 0; 0; 1
10 Ngõ 262A Đường Nguyễn Trãi, Phường Thanh Xuân Trung, Quận Thanh Xuân, Hà Nội - ; None; 35 m; None; Tin thường; 1; 1; 1; 1; 0; 1; 0
82/6 Đường số 10, Phường Tăng Nhơn Phú B, Quận 9, Hồ Chí Minh - ; None; 60 m; None; Tin thường; 1; 1; 0; 1; 1; 0; 0
26 Hàng Buồm, Phường Hàng Buồm, Quận Hoàn Kiếm, Hà Nội - ; None; 45 m; None; Tin thường; 1; 0; 1; 0; 0; 1; 0
Phường Hòa Phú, Thị Xã Thủ Dầu Một, Bình Dương - ; None; 57 m; None; Tin miễn phí; 1; 1; 1; 0; 1; 0; 0
30/9/4 Thích Quảng Đức, Phường 5, Quận Phú Nhuận, Hồ Chí Minh - ; None; 60 m; None; Tin miễn phí; 0; 0; 1; 1; 0; 1; 1
252/64/26 Phạm Văn Chiêu, Phường 9, Quận Gò Vấp, Hồ Chí Minh - ; None; 52 m; None; Tin thường; 0; 0; 1; 1; 1; 1; 1
128/ Đường Trần Quốc Thảo, Phường 7, Quận 3, Hồ Chí Minh - ; None; 45 m; None; Tin thường; 1; 0; 1; 1; 0; 0; 1
Hương lộ 2, Phường Bình Trị Đông, Quận Bình Tân, Hồ Chí Minh - ; None; 86 m; None; Tin thường; 1; 1; 0; 0; 0; 1; 1
Hẻm 620 Nguyễn Bình, Xã Nhơn Đức, Huyện Nhà Bè, Hồ Chí Minh - ; None; 80 m; None; Tin miễn phí; 1; 1; 1; 0; 1; 1; 0
Đường Gò Dầu, Phường Tân Quý, Quận Tân Phú, Hồ Chí Minh - ; None; 70 m; None; Tin thường; 0; 0; 0; 1; 0; 0; 0
1283/1 Đường Tỉnh lộ 43, Phường Bình Chiểu, Quận Thủ Đức, Hồ Chí Minh - ; None; 39 m; None; Tin thường; 1; 0; 0; 0; 0; 0; 1
Không số Đông Thạnh 8, Xã Đông Thạnh, Huyện Hóc Môn, Hồ Chí Minh - ; None; 80 m; None; Tin thường; 1; 0; 0; 0; 1; 1; 0
Lạc Long Quân, Phường 3, Quận 11, Hồ Chí Minh - ; None; 60 m; None; Tin thường; 0; 1; 0; 0; 0; 0; 0
30/3 Đường số 6, Phường 4, Quận 4, Hồ Chí Minh - ; None; 220 m; None; Tin thường; 0; 0; 1; 0; 0; 0; 0
Bãi Sậy, Phường 8, Quận 6, Hồ Chí Minh - ; None; 175 m; None; Tin miễn phí; 1; 0; 0; 0; 0; 0; 0
ĐT 741, Thị trấn Tân phú, Huyện Đồng Phù, Bình Phước - ; None; 685.02 m; None; Tin thường; 1; 0; 0; 0; 1; 0; 1
Đường Phan Xích Long, Phường 7, Quận Phú Nhuận, Hồ Chí Minh - ; None; 68 m; None; Tin thường; 1; 1; 0; 1; 0; 0; 1
1270 Trường Sa, Phường 14, Quận Phú Nhuận, Hồ Chí Minh - ; None; 21 m; None; Tin miễn phí; 1; 0; 0; 0; 0; 0; 0
Đường Bình Tiên, Phường 8, Quận 6, Hồ Chí Minh - ; None; 96 m; None; Tin thường; 1; 0; 0; 1; 1; 1; 0
159/8/5 Đường Nguyễn Súy, Phường Tân Quý, Quận Tân Phú, Hồ Chí Minh - ; None; 48 m; None; Tin thường; 1; 0; 1; 0; 0; 1; 0
17/18/15/22/5 Đường Liên Khu 5 - 6, Phường Bình Hưng Hòa B, Quận Bình Tân, Hồ Chí Minh - ; None; 64 m; None; Tin miễn phí; 1; 1; 0; 0; 1; 0; 1
Đường Phú Thọ Hòa, Phường Phú Thọ Hòa, Quận Tân Phú, Hồ Chí Minh - ; None; 90 m; None; Tin thường; 0; 0; 1; 0; 1; 1; 0
Đường Lê Thúc Hoạch, Phường Phú Thọ Hòa, Quận Tân Phú, Hồ Chí Minh - ; None; 80 m; None; Tin thường; 0; 1; 1; 1; 1; 1; 1
Bãi Sậy, Phường 8, Quận 6, Hồ Chí Minh - ; None; 175 m; None; Tin miễn phí; 0; 1; 0; 1; 1; 0; 0
77/33 Lê Hoàng Phái, Phường 17, Quận Gò Vấp, Hồ Chí Minh - ; None; 32 m; None; Tin thường; 1; 1; 0; 1; 0; 1; 0
66 Trần Văn Kỷ, Phường 14, Quận Bình Thạnh, Hồ Chí Minh - ; None; 55 m; None; Tin thường; 1; 0; 0; 1; 1; 1; 0
1270 Trường Sa, Phường 14, Quận Phú Nhuận, Hồ Chí Minh - ; None; 21 m; None; Tin miễn phí; 1; 0; 0; 1; 0; 1; 1
38 Đường Hoàng Văn Thụ, Phường 11, Quận Phú Nhuận, Hồ Chí Minh - ; None; 68 m; None; Tin thường; 1; 0; 1; 0; 1; 1; 1
60 Hàng Bồ, Phường Hàng Bồ, Quận Hoàn Kiếm, Hà Nội - ; None; 96 m; None; Tin miễn phí; 0; 0; 1; 0; 1; 0; 0
60 Đường Quốc Lộ 22, Xã Trung Chánh, Huyện Hóc Môn, Hồ Chí Minh - ; None; 54 m; None; Tin thường; 0; 1; 0; 1; 0; 1; 0
793/57A Phố Trần Xuân Soạn, Phường Tân Hưng, Quận 7, Hồ Chí Minh - ; None; 60 m; None; Tin miễn phí; 1; 0; 0; 1; 1; 0; 0
Yên Duyên, Phường Yên Sở, Quận Hoàng Mai, Hà Nội - ; None; 350 m; None; Tin thường; 1; 1; 1; 1; 0; 1; 1
25 Đường Huỳnh Việt Thanh, Phường 2, Thành Phố Tân An, Long An - ; None; 72 m; None; Tin miễn phí; 0; 0; 1; 1; 1; 1; 1
102 Đường số 32, Phường Phúc Diễn, Quận Bắc Từ Liêm, Hà Nội - ; None; 40 m; None; Tin miễn phí; 0; 0; 1; 0; 0; 1; 0
73A/45 Dương Bá Trạc, Phường 1, Quận 8, Hồ Chí Minh - ; None; 30 m; None; Tin thường; 0; 1; 0; 0; 0; 0; 0
Đường số 3/2, Phường Hưng Lợi, Quận Ninh Kiều, Cần Thơ - ; None; 55 m; None; Tin thường; 0; 1; 1; 1; 0; 1; 0
Phường 14, Quận 8, Hồ Chí Minh - ; None; 28 m; None; Tin thường; 0; 1; 1; 1; 0; 0; 1
Nguyễn Thị Tú, Xã Vĩnh Lộc B, Huyện Bình Chánh, Hồ Chí Minh - ; None; 68 m; None; Tin miễn phí; 1; 0; 1; 1; 1; 0; 0
3/372 Nhị Tân 2/9, Xã Tân Thới Nhì, Huyện Hóc Môn, Hồ Chí Minh - ; None; 54 m; None; Tin miễn phí; 0; 0; 0; 1; 0; 1; 1
Phường Cát Lái, Quận 2, Hồ Chí Minh - ; None; 174 m; None; Tin thường; 0; 1; 0; 1; 1; 1; 1
Đường Quang Trung, Phường 8, Quận Gò Vấp, Hồ Chí Minh - ; None; 47.3 m; None; Tin miễn phí; 0; 1; 0; 0; 1; 0; 1
Ngõ 130 hẻm 14/9 đường An Dương, Phường Yên Phụ, Quận Tây Hồ, Hà Nội - ; None; 50 m; None; Tin thường; 0; 1; 1; 1; 0; 0; 0
Đường số 14, Phường 8, Quận Gò Vấp, Hồ Chí Minh - ; None; 40 m; None; Tin thường; 0; 0; 1; 0; 0; 0; 1
Phường Phú Thạnh, Quận Tân Phú, Hồ Chí Minh - ; None; 70 m; None; Tin thường; 1; 0; 1; 1; 0; 1; 1
Nguyễn Văn Cừ, Phường Cầu Kho, Quận 1, Hồ Chí Minh - ; None; 32 m; None; Tin miễn phí; 1; 0; 0; 0; 0; 0; 1
Nguyễn Thị Định, Phường Cát Lái, Quận 2, Hồ Chí Minh - ; None; 120 m; None; Tin thường; 0; 1; 0; 0; 1; 1; 0
Đường Bình Lợi, Phường 13, Quận Bình Thạnh, Hồ Chí Minh - ; None; 90 m; None; Tin miễn phí; 0; 1; 0; 1; 0; 1; 1
3C1 Khu Nam Long Thạnh Lộc, Phường Thạnh Lộc, Quận 12, Hồ Chí Minh - ; None; 110 m; None; Tin miễn phí; 0; 0; 0; 0; 0; 1; 1
357 Đường Lê Lợi, Phường Yết Kiêu, Thành Phố Hạ Long, Quảng Ninh - ; None; 75 m; None; Tin thường; 0; 1; 1; 1; 0; 1; 0
. Lê Hữu Trác, Phường An Hải Đông, Quận Sơn Trà, Đà Nẵng - ; None; 55 m; None; Tin thường; 0; 0; 1; 0; 0; 0; 0
Đường Lũy Bán Bích, Phường Hòa Thạnh, Quận Tân Phú, Hồ Chí Minh - ; None; 60 m; None; Tin thường; 0; 0; 1; 0; 0; 1; 0
269/45 Đường Phan Huy Ích, Phường 14, Quận Gò Vấp, Hồ Chí Minh - ; None; 50 m; None; Tin thường; 0; 1; 1; 0; 0; 0; 0
666/16/30c Đường số 3/2, Phường 14, Quận 10, Hồ Chí Minh - ; None; 65 m; None; Tin thường; 1; 1; 1; 0; 0; 1; 1
Đường số 8, Phường 11, Quận Gò Vấp, Hồ Chí Minh - ; None; 60 m; None; Tin thường; 1; 0; 1; 1; 0; 1; 1
Đường số 15, Phường An Khánh, Quận 2, Hồ Chí Minh - ; None; 136 m; None; Tin thường; 1; 0; 1; 1; 0; 0; 0
689/21 Trần Xuân Soạn, Phường Tân Hưng, Quận 7, Hồ Chí Minh - ; None; 80 m; None; Tin thường; 1; 1; 0; 1; 1; 0; 1
67/8A Phạm Viết Chánh Đường Phạm Viết Chánh, Phường 19, Quận Bình Thạnh, Hồ Chí Minh - ; None; 36 m; None; Tin miễn phí; 0; 0; 0; 0; 1; 1; 0
51/2 5, Phường Bình Trưng Tây, Quận 2, Hồ Chí Minh - ; None; 150 m; None; Tin miễn phí; 0; 0; 0; 1; 1; 1; 1
Đường Lý Thánh Tông, Phường Tân Thới Hòa, Quận Tân Phú, Hồ Chí Minh - ; None; 42 m; None; Tin thường; 1; 0; 0; 0; 0; 1; 1
Hòa Bình, Phường Hiệp Tân, Quận Tân Phú, Hồ Chí Minh - ; None; 52 m; None; Tin thường; 1; 0; 1; 1; 1; 0; 1
Đường Bờ Bao Tân Thắng, Phường Sơn Kỳ, Quận Tân Phú, Hồ Chí Minh - ; None; 140 m; None; Tin thường; 0; 1; 1; 1; 1; 1; 1
1270 Đường Trường Sa, Phường 14, Quận Phú Nhuận, Hồ Chí Minh - ; None; 21 m; None; Tin thường; 1; 0; 0; 1; 0; 0; 0
Đồ Sơn, Phường 4, Quận Tân Bình, Hồ Chí Minh - ; None; 35 m; None; Tin thường; 0; 1; 0; 1; 1; 1; 1
132A Hiền Vương, Phường Phú Thạnh, Quận Tân Phú, Hồ Chí Minh - ; None; 88.4 m; None; Tin miễn phí; 1; 0; 1; 1; 0; 0; 1
265, Phường Hiệp Phú, Quận 9, Hồ Chí Minh - ; None; 76 m; None; Tin miễn phí; 0; 0; 1; 0; 0; 1; 1
Đường Thanh Long, Phường Thanh Bình, Quận Hải Châu, Đà Nẵng - ; None; 97 m; None; Tin thường; 1; 1; 0; 0; 1; 1; 0
418/4/12 Đường Nguyễn Thái Sơn, Phường 5, Quận Gò Vấp, Hồ Chí Minh - ; None; 17 m; None; Tin miễn phí; 0; 0; 1; 1; 0; 0; 0
Đại Mỗ, Phường Đại Mỗ, Quận Nam Từ Liêm, Hà Nội - ; None; 42 m; None; Tin miễn phí; 1; 1; 1; 1; 1; 0; 1
Đường Tân Kỳ Tân Quý, Phường Sơn Kỳ, Quận Tân Phú, Hồ Chí Minh - ; None; 80 m; None; Tin thường; 0; 0; 1; 0; 1; 1; 1
158 Phố Vạn Kiếp, Phường 3, Quận Bình Thạnh, Hồ Chí Minh - ; None; 40 m; None; Tin thường; 1; 0; 0; 1; 1; 1; 0
Liên Tỉnh 5, Phường 5, Quận 8, Hồ Chí Minh - ; None; 144 m; None; Tin miễn phí; 1; 1; 1; 0; 1; 0; 1
Phường Lái Thiêu, Huyện Thuận An, Bình Dương - ; None; 50 m; None; Tin thường; 0; 0; 0; 0; 1; 0; 0
106/6 Ngô Đến, Phường Vĩnh Phước, Thành Phố Nha Trang, Khánh Hòa - ; None; 210 m; None; Tin miễn phí; 1; 0; 1; 0; 1; 1; 0
